video_id;view_count;tags;url;duration_in_seconds
I3M862xbeKU;1153;Saudi-led Coalition, Killing, Airstrike, Drone War, Civilian Casualties, Humanitarian Crisis, Civil War, War in Yemen Explained, Terrorism, Yemen, United States, Al-qaeda, Taliban, Yemeni Crisis, Yemen Civil War, Yemen War Explained, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=I3M862xbeKU;133
IcElYG1Tdr0;7473;Bahrain, Syria, Khomeini, Mohamed Bin Salaman, Lebanon, Iraq, Yemen, Politics, Middle East, Saudi Arabia, Iran, Proxy War, Shiasunni Relations, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=IcElYG1Tdr0;291
-wWnjofzgu4;1687;US, George H W Bush, Cia, Gulf War, President, Vice President, Congresman, Navy, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=-wWnjofzgu4;41
LFDPYBNB7bs;1301;Microplastic, Plastic, Dead, Yoga, Cancer, Whale, Ocean, Pollution, Hormones, Does Plastic Cause Cancer, Bpa, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=LFDPYBNB7bs;238
WQ9UO2B3u6E;5716;Macron, France Protests, Paris, Yellow Vests, Emmanuel Macron, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=WQ9UO2B3u6E;42
aE_yKzMKLjo;1418;Nigeria President, Nigerian President, Nigeria President 2018, Nigeria, President, Muhammadu Buhari, Sudanese, Jubril, United Kingdom, Clone, Lookalike, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=aE_yKzMKLjo;88
x_4GsLsYbHE;1989;Saudi Arabia, Lng, Opec, Qatar, Petroleum, Liquified Natural Gas, Oil, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=x_4GsLsYbHE;51
k_7OThRPXRE;7732;Mbs, Khashoggi, Saudi, Mohammed Bin Salman, Crown Prince, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=k_7OThRPXRE;67
S0hQyIp_wQc;387;Macron, Fuel Tax, Protests, French, Yellow Vest, France, Paris, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=S0hQyIp_wQc;59
Q3jMQAcXVmQ;551;Turkey, Mac Brunson, Jalen Brunson, Brunson, Andrew Brunson, Politics, Protestantism, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=Q3jMQAcXVmQ;54
f65xKp9x0_w;2906;Jamal Khashoggi, Business Deals, Khashoggi, Future Investment Initiative, Uber, Saudi Arabia, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=f65xKp9x0_w;71
boLl5JsIKNc;559;Robotics Technology, Boston, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=boLl5JsIKNc;20
XzYpyPcbesk;4752;Metoo, Alyssa Milano, US, Meisup, Sexual Harassment, Feminism, Human Behavior, Sexual Misconduct, Social Issues, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=XzYpyPcbesk;287
79_S0rRY3hM;1965;Syria, Damascus, War, Pigeon Keeper, Yarmouk Camp, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=79_S0rRY3hM;76
EvzwaI6CI24;5684;Saudi, Turkey, Saudi Arabia, Saudi News, Khashoggi, Jamal Khashoggi, Saudi Consulate, Turkey News, İstanbul, Khashogi, Turkey Consulate, Mbs, Dissent, Riyadh, Saudi Dissent, Saudi Government, Saudi Critic, Government Critic, Bin Salman, Critic, Mohammed Bin Salman, Human Rights, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=EvzwaI6CI24;159
BDvl0MfV8u4;2453;Fener, Christian, Church, Orthodox, Istanbul, Constantinople, Russia, Ukraine, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=BDvl0MfV8u4;80
eFG-6oyS_90;1072;Asian-americans, Affirmative Action, Bias, Racism, Harvard University, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=eFG-6oyS_90;64
5w_DdwkXnS0;3510;Assassination, Bin Salman, Khashoggi, Saudi Arabia, Turkey, Journalist, Consulate, Mbs, Killing, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=5w_DdwkXnS0;168
mUt33zWrUF0;4059;Mohammad Bin Salman, Jamal Khashoggi, Consulate, Murder, Disappearance, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=mUt33zWrUF0;107
NNrtJ8ZjqMg;5817;Honduran, Honduras, Migrant, Caravan, Mexico, Trump, Refuge, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=NNrtJ8ZjqMg;72
aR3cCO3Z17g;1327;Private Army, Iraq and Afghanistan, Blackwater, Private Military Contractors, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=aR3cCO3Z17g;257
9iP2a9nzzas;444;Medicine, Zika Fever, Health, Zika Virus, Social Issues, Education, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=9iP2a9nzzas;63
9fZ8imFAgFQ;3657;Tony Blair, Muslim, Lauren Booth, Islamophobia, Religion, Europe, UK, Hate, Crime, West, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=9fZ8imFAgFQ;0
DdDYgjjO6z0;1590;Consulate, Saudi, Network, Bot, Disappearance, Jamal, Missing, Khashoggi, Jamal Khashoggi, Saudi Arabia, Bots, Twitter, Spamming, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=DdDYgjjO6z0;88
MibuKiM7i8E;3751;Saudi, Khashoggi, Saudi News, Saudi Arabia, Turkey, Turkey News, Jamal Khashoggi, Istanbul, Khashogi, Saudi Consulate, Turkey Consulate, Government Critic, Dissent, Critic, Riyadh, Mbs, Saudi Dissent, Saudi Government, Human Rights, Mohammed Bin Salman, Saudi Critic, Bin Salman, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=MibuKiM7i8E;91
nTP_xp_HHKc;573;Tapanuli Orangutan, Indonesia, Rare Ape, Dam, Indonesia Dam, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=nTP_xp_HHKc;104
v75n98s5xLg;1523;Arms Race, Russia, USA, Trump, Inf, Treaty, Missile, Intermediate-range Nuclear Forces, Nuclear, Rockets, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=v75n98s5xLg;81
rbeQVd8fqYY;2451;Lion of the Desert, Libya, Omar Mukhtar, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=rbeQVd8fqYY;67
SsJpfXMD044;2975;Politics, Religion, Christianity, Jerusalem, Jerusalem Governorate, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=SsJpfXMD044;53
1x6mS8Fh-GE;3017;War on Terror, Afghanistan, US Invasion, Civilians, Afghan, Kabul, Afghan People, September 11, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=1x6mS8Fh-GE;259
d_NeCC3kHaA;4195;Obama, Clinton, Cnn, Donald Trump, US, Pipe Bomb, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=d_NeCC3kHaA;56
umLradrom9I;824;Pipe Bomb, Robert De Niro, Midterms, US, Donald Trump, Democrats, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=umLradrom9I;69
S1czRHsS7iI;1183;Silicon Valley, Executive, Sexual Misconduct, Andy Rubin, Google, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=S1czRHsS7iI;68
wmdvpd5uV20;1699;Gerrymandering, Districts, Redrawing, Election, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=wmdvpd5uV20;349
Yl4oEJG4qrE;913;United States, Cesar Sayoc, Mail Bomb, US Mail Bomb Suspect, Pipe Bomb, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=Yl4oEJG4qrE;111
XMT7IV7JSYs;14349;Kosovo, Macedonia, Bosnia and Herzegovina, Serbia, Balkan, Aleksandar Vucic, Albanians, Balkans, Hashim Thaci, Nato, Republika Srpska, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=XMT7IV7JSYs;165
NFW2jmi9ylw;729;Iraq, Widow, US Invasion, Basra, Al Soroor Society, Daesh, Ngo, War, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=NFW2jmi9ylw;79
GwfkPGbsPvQ;3065;US, Caravan, Invasion, Border, Mexico, Trump, Migrant, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=GwfkPGbsPvQ;69
YWdMYAySH2I;3289;Migrant, South America, Fake News, Honduras, Migrant Caravan, Misinformation, Central America, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=YWdMYAySH2I;148
2VGrEQ6BWPc;1377;Jair Bolsonaro, Crime, Election, Brazil, Gun Laws, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=2VGrEQ6BWPc;64
6D-puGuSiL8;531;Drug, Spain, Morocco, Linea, La, Trafficking, Problem, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=6D-puGuSiL8;122
XJWJX1kYUCk;404;Black Latino Minority White Youth, Gop, Midterm Elections in America, US Midterms, American Youth Vote Elect, Republican Party, Donald Trump, Demoratic Party, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=XJWJX1kYUCk;84
otEgqjT7KBU;28737;Offshore, Gas, Turkey, Mediterranean, Drilling, Oil, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=otEgqjT7KBU;66
DQc250t9jA8;20865;Racism, Hatred, Discrimination, Social Issues, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=DQc250t9jA8;62
Nv7x_TzIyco;4729;Maid, Western Asia, Saudi Arabia, Social Issues, Labor, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=Nv7x_TzIyco;47
V91ATRTpcWQ;3654;Duct Tape, Saudi Arabia, Adhesive Tape, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=V91ATRTpcWQ;60
0jLKCntiwEA;2840;Asia Bibi, Pakistan, Politics, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=0jLKCntiwEA;42
zjOgzZjsqeM;1816;Donald Trump, Benjamin Netanyahu, Brazil, Jair Bolsonaro, Bolsonaro, Embassy Move, US Embassy Move, Israel, Jerusalem, Republics, Religion, Politics, Guatemala, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=zjOgzZjsqeM;55
_sLjCacMWQE;4953;Netanyahu, Sisi, Khashoggi, Mbs, Mohammed Bin Salman, Saudi, Trump, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=_sLjCacMWQE;54
4RxkZnhUfM0;16480;Washington Post, Journalist, Saudi Arabian Journalist, Jamal Khashoggi, Khashoggi Murder, Saudi King Salman, Crown Prince of Saudi Arabia, Mohammad Bin Salman Al Saud, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=4RxkZnhUfM0;81
rX804aziu4Q;6526;Salman, Khashoggi, Khaled Bin Talal, Jamal, Saudi Arabia, Corruption, Crown Prince, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=rX804aziu4Q;56
Kh71suNDtqw;5202;US, Elections, Republican Party, Politics, Trump, Midterms, Congress, Muslims, America, Steve King, Pete King, Gop, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=Kh71suNDtqw;159
1ULoICNphgA;25476;Politics, U.S. Congress, Social Issues, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=1ULoICNphgA;78
ZxN64cA92kE;2904;US, 12, Pkk, Reward, Million, Ocalan, Bounty, Bayik, Kalkan, Karayilan, Terror, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=ZxN64cA92kE;99
JSvDIvmxsLk;3157;Electionnight, Midterm, Senate, House of Representatives, US, Election, Republicans, Democrats, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=JSvDIvmxsLk;95
v5vBEZnZ2ig;10419;Joaquin Guzman, Mexico, US, Drug Lord, El Chapo, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=v5vBEZnZ2ig;71
j3m4Pm_j62M;399;Jeff Sessions, Attorney General, Trump, Mueller, Russia, Midterm, Investigation, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=j3m4Pm_j62M;74
DzR7LE0_kQE;12414;Nso, Israel, Snowden, Khashoggi, Saudi, Edward, Software, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=DzR7LE0_kQE;70
oOmsDxMlVTE;15758;Finance, Economy, Iran, Politics, Donald Trump, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=oOmsDxMlVTE;104
_h1HveVQrkA;1602;Trump, Matt Whitaker, Jeff Sessions, US, Robert Mueller, Russian Probe, The 2016 US Presidential Elections, Attorney General, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=_h1HveVQrkA;78
EhXEZ4mXRn8;5997;South Asia, Sri Lanka, Geopolitics, China, India, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=EhXEZ4mXRn8;166
W2reYvHZIKc;5503;10 November, 80th Anniversary, Turkey, Turkish Republic, Mustafa Kamal Ataturk, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=W2reYvHZIKc;138
N_eNXTETcwY;791;Great March of Return, Gaza, Israel, Palestinians, Injured, Qatar, Hamas, Protest, 12-year-blockade, Troops, Open Air Prison, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=N_eNXTETcwY;77
Ul_Z26Z3Ee8;5971;Mossad, Spy, Efraim Halevy, Black Cube, Harvey Weinstein, Israel, US, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=Ul_Z26Z3Ee8;55
Xcsk29eAVzs;2593;UK, Yemen, Saudi Arabia, Britain, Weapons, Iran, Jamal Khashoggi, Arms, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=Xcsk29eAVzs;63
A4vhiGMjExA;1004;United States, Social Issues, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=A4vhiGMjExA;63
idXDfHBC4T0;6038;Aung San Suu Kyi, Rohingya, Myanmar, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=idXDfHBC4T0;79
gRYLv2sq57g;1245;Rohingya People, Bangladesh, Myanmar, Rohingya Conflict, Politics, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=gRYLv2sq57g;69
3z2ipGqrNGs;1912;Racism, Trump Music, Politics, Trump, Congress, Democrats, Republicans, History, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=3z2ipGqrNGs;136
GZ4_cPfs0c8;1567;Chicago, US, Fundraiser, Police Brutality, Jemel Roberson, Go Fund Me, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=GZ4_cPfs0c8;58
lPEjEhD608U;4299;High-speed Line, Emmanuel Macron, Morocco, Macron, Africa, Train, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=lPEjEhD608U;51
VqjS-pmDqOU;886;California Wildfire Maps 2018, California Fires, California Wildfires, California Wildfire 2018 Map, California Wildfires 2018, California Wildfire Map, Paradise, Wildfires, Search, Victim, Deathtoll, California, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=VqjS-pmDqOU;69
4Rpha-iadmU;11804;Salah Khashoggi Cnn, Cemal Kaşıkçı Ses Kaydı, Jamal, عادل الجبير خاشقجي, Khashoggi Jamal, Saudi Foreign Minister, بيان النائب العام السعودي, Washington Post Jamal Khashoggi, Pembunuh Jamal Khashoggi, Adel Al Jubeir, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=4Rpha-iadmU;82
jRK68yo_Hyo;1085;France-fuel, Yellow Vest, Fuel Prices, France Protest, Energy Economics, Emmanuel Macron, France, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=jRK68yo_Hyo;75
9gyAvRfgCvE;5008;Murder, Massacre, Mass, 1978, 900, 40, Suicide, Mass Murder, Jonestown Massacre, Jim Jones, United States, Jonestown, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=9gyAvRfgCvE;98
FpW8EJmkMwg;14211;Schengen Zone, Saudi Arabia, Khashoggi Killing, Germany, Arms Sale, Arms Deal, Weaponry, Saudi Nationals, Yemeni War, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=FpW8EJmkMwg;80
oSozaB1IDig;9039;Snsd, Republika Srpska, Milorad Dodik, Bosnia and Herzegovina, Bosnia, Europe, Politics, Radovan Karadzic, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=oSozaB1IDig;154
oQL2nlWam1o;2016;Jack Dorsey, Gender Studies, Social Issues, Feminism, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=oQL2nlWam1o;59
6EBmXWUh6R0;358;California, Rescue, Firefighters, Wildfire, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=6EBmXWUh6R0;48
zvgi2ZsLAwY;1959;Gunter Nooke, Voluntary, Colonialism, Africa, Minister, Germany, Raila Odinga, Au, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=zvgi2ZsLAwY;74
eO6N1Hlqj-8;1237;Children, Detain, Gaza, Israel, Palestinian, Arrest, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=eO6N1Hlqj-8;67
56JWC-Hzt8E;2531;Huawei, US, China, Internet, Allies, Tech, Warn, 5g, Australia, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=56JWC-Hzt8E;67
BFH8uuzPjBY;981;Michael Jackson, Music, Peter Bence, Pianist, Hungary, Guinness World Record, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=BFH8uuzPjBY;60
BeBzAp3G690;220252;Andaman and Nicobar Islands, John Allen Chau, India, Sentinelese, North Sentinel, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=BeBzAp3G690;88
0yjzmU9jTg0;1496;Jamal, Adel Al Jubeir, Khashoggi Jamal, Saudi Foreign Minister, Salah Khashoggi Cnn, Pembunuh Jamal Khashoggi, عادل الجبير خاشقجي, Washington Post Jamal Khashoggi, بيان النائب العام السعودي, Cemal Kaşıkçı Ses Kaydı, Jamal Khashoggi, Finland, Arms Sales, Denmark, Yemen, War, Weapons, Saudi Arabia, Khashoggi, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=0yjzmU9jTg0;51
zeSB0ZvwgxM;3444;UK, Conspiracy Theories, British, Queen, Muslim, Conspiracy, Immigrant, Brexit, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=zeSB0ZvwgxM;75
TOCTs9LOZW4;1024;France, Benin, Looted African Art, African Art, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=TOCTs9LOZW4;64
z7enIU7CV2k;8724;France, Mummy, Egypt, Luxor, Sarcophagus, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=z7enIU7CV2k;54
7jfueO53EcA;5754;Paris, Macron, Yellow Vest, Fuel Prices, France, Act Two, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=7jfueO53EcA;64
9wEvrg7nFR8;10750;بيان النائب العام السعودي, Pembunuh Jamal Khashoggi, Jamal, Khashoggi Jamal, عادل الجبير خاشقجي, Saudi Foreign Minister, Salah Khashoggi Cnn, Adel Al Jubeir, Washington Post Jamal Khashoggi, Cemal Kaşıkçı Ses Kaydı, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=9wEvrg7nFR8;279
YMkaJdnu2YE;2080;India, Pakistan, Jammu and Kashmir, Clash, Police, Violence, India-administration, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=YMkaJdnu2YE;66
wu8GIR4JHpM;1019;China, Smelly Food, Smelly Fruit, Malaysia, Durian, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=wu8GIR4JHpM;60
NlEtyyZwxIs;1198;Canada, Syrian Refugee, Syria War, Hassan Al Kontar, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=NlEtyyZwxIs;75
aY4UmN10zPk;2435;India, Kartarpur Corridor, Imran Khan, Corridor of Faith, Peace Corridor, Pakistan, Narendra Modi, Friendship, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=aY4UmN10zPk;178
SuAvJs5cbks;2271;Mexico, Son-in-law, Honour, Kushner, Trump, Eagle, Jared, Order of the Aztec, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=SuAvJs5cbks;58
O-_9XaJ9gSE;17185;US Invasion of Iraq, Donald Trump, Iraq War, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=O-_9XaJ9gSE;106
n9WGrMi57Hw;1656;Island Sinking, Sinking Island, Ghoramara Island Sinking, Ghoramara Island Is Sinking, Weather, India, Ghoramara Island, Environment, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=n9WGrMi57Hw;84
UrpPh5L-fEA;8152;Syrian, Sister, Muslim, Racism, UK, Bully, Islamophobia, Assaulted, Boy, Social Issues, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=UrpPh5L-fEA;64
N3af_rIelQc;1250;Deportation, Church, Refugees, Dutch, Asylum, Armenia, Dutch Church, Netherlands, Immigration Detention, Europe, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=N3af_rIelQc;70
EiZ6u35s9nw;2093;Pablo, Colombia, Druglord, Escobar, Kingpin, Narcos, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=EiZ6u35s9nw;176
tlqxmAEX3EE;4365;Jamal Khashoggi Killed Video, Khashoggi Video, Khashoggi Audio, Consulate, Murder, Saudi Arabia, Istanbul, Muhammad Bin Salman, Jamal Khashoggi, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=tlqxmAEX3EE;94
dZnXz2x0F_c;23163;Macron, Protests, Riot, France, Yellow Vest, Rise, Fuel, Tax, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=dZnXz2x0F_c;69
8VeU7bgj8sk;1376;Spain Vox, Spain Far-right Party, Spain 2018 Elections, Spain Muslims, Spain Migrants, Vox, Far-right, Andalusia, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=8VeU7bgj8sk;69
haC15QPxMXM;1678;Brexit Deal, No Deal Brexit, Brexit Deal Explained, Brexit Song, Last Week Tonight, Last Week Tonight Brexit, Danny Dyer Brexit, Brexit, European Union, Theresa May, Jean-claude Juncker, Irish Border, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=haC15QPxMXM;216
8jLDFcR7NYw;664;Public Transport, Bottles, Turkey, Recycling, Plastic, Indonesia, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=8jLDFcR7NYw;93
4sDjeJui_1o;333;Horse Racing, Melbourne Cup, Horses, Animal Cruelty, Horses Break Down, Royal Ascot, Kentucky Derby, Churchill Downs, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=4sDjeJui_1o;220
3YGK8f3ugsI;877;Public International Law and Policy Group, Myanmar, Rohingya, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=3YGK8f3ugsI;70
n3grIuAUhW8;830;Duterte, President, Controversy, Marijuana, Philippines, TRT, TRT World, TRT News;https://www.youtube.com/watch?v=n3grIuAUhW8;82
